name,company,city,state,country,address,state_clean
8521 E Princess Dr,Cyxtera,Scottsdale,Arizona,United States,8521 E Princess Dr 85255 Scottsdale USA,AZ
8534 Concord Center Dr,Digital Realty Trust,Englewood,Colorado,United States,8534 Concord Center Dr CO 80112 Englewood United States,CO
8600 Harry Hines Blvd.,Zayo Group LLC,Dallas,Texas,United States,8600 Harry Hines Blvd 75235-3015 Dallas USA,TX
8619 Westwood Center Drive,Virtustream,Drive,Virginia,United States,8619 Westwood Center Drive VA 22182 Vienna United States,VA
900 Quality Way,Digital Realty Trust,Way,Texas,United States,900 Quality Way TX 75081 Richardson United States,TX
900 Walnut,Netrality,St.,Missouri,United States,900 Walnut St 63102 St. Louis USA,MO
904 Quality Way,Digital Realty Trust,Way,Texas,United States,904 Quality Way TX 75081 Richardson United States,TX
907 Security Row,Digital Realty Trust,Richardson,Texas,United States,Security Row 907 75081 Richardson United States,TX
908 Quality Way,Digital Realty Trust,Way,Texas,United States,908 Quality Way TX 75081 Richardson United States,TX
910Telecom,910Telecom,St.,Colorado,United States,910 15th St. CO 80202 Denver United States,CO
9110 Commerce Center Circle,Cyxtera,Littleton,Colorado,United States,Commerce Center Cir 9110 80129 Littleton United States,CO
9180 Commerce Center Circle,Cyxtera,Littleton,Colorado,United States,Commerce Center Cir 9180 80129 Littleton United States,CO
9310 Florida Palm Dr,Cyxtera,Tampa,Florida,United States,9310 Florida Palm Dr 33619 Tampa USA,FL
"9333, 9355 & 9377 Grand Ave.",Digital Realty Trust,Ave.,Illinois,United States,"9333, 9355 & 9377 Grand Ave. IL 60131 Franklin Park United States",IL
950 E. Collins Blvd,Digital Realty Trust,Blvd,Texas,United States,950 E. Collins Blvd TX 75081 Richardson United States,TX
9606 Aero Drive,redIT,Drive,California,United States,9606 Aero Drive CA 92123 San Diego United States,CA
9606 Aero Drive,Zayo Group LLC,San,California,United States,9606 Aero Dr 92123 San Diego USA,CA
9706 E. Easter Avenue,Unknown,Englewood,Colorado,United States,9706 E. Easter Avenue 80112 Englewood United States,CO
Atlanta/Smyrna,XO Communications,Smyrna,Georgia,United States,"4000 Highland Parkway SE, 1st floor 30082 Smyrna United States",GA
Austin (2100 S. IH-35),XO Communications,Austin,Texas,United States,2100 So. I H 35 78704 Austin United States,TX
Baltimore (S. Charles),XO Communications,Baltimore,Maryland,United States,100 S. Charles St. 21201 Baltimore United States,MD
Boston,XO Communications,Boston,Massachusetts,United States,"451 D Street, 3rd floor 02210 Boston United States",MA
"Cambridge (89 Fulkerson, 1st Floor",XO Communications,Cambridge,Massachusetts,United States,"89 Fulkerson St, 1st floor 02141 Cambridge United States",MA
Chicago (S. Dearborn),XO Communications,Chicago,Illinois,United States,"140 S. Dearborn St., Suite 220 60603 Chicago United States",IL
Columbus,XO Communications,Columbus,Ohio,United States,545 Scherers Court 43085 Columbus United States,OH
Dallas (Mockingbird Ln.),XO Communications,Dallas,Texas,United States,1300 W. MockingBird Lane 75247 Dallas United States,TX
Denver/Englewood (E. Easter),XO Communications,Englewood,Colorado,United States,"9706 E. Easter Avenue, Suite 100 Bldg.C 80112 Englewood United States",CO
Denver/Englewood (Inverness Way),XO Communications,Englewood,Colorado,United States,313 Inverness Way South 80112 Englewood United States,CO
Detroit/Southfield (21455 Melrose Ave.),XO Communications,Southfield,Michigan,United States,21455 Melrose Ave. 48075 Southfield United States,MI
Detroit/Southfield (21555 Melrose Ave.),XO Communications,Southfield,Michigan,United States,21555 Melrose Ave. 48075 Southfield United States,MI
Houston (Fannin St.),XO Communications,Houston,Texas,United States,"1301 Fannin Street, 11th floor 77002 Houston United States",TX
Houston (Portsmouth St.),XO Communications,Houston,Texas,United States,2401 Portsmouth Street 77098 Houston United States,TX
Maryland Heights,XO Communications,Maryland,Missouri,United States,2020 Westport Center Dr. 63146 Maryland Heights United States,MO
Minneapolis (Marquette Ave.),XO Communications,Minneapolis,Minnesota,United States,"250 Marquette Avenue, 1st floor 55401 Minneapolis United States",MN
Nashville,XO Communications,Nashville,Tennessee,United States,101 Molloy Street 37201 Nashville United States,TN
"New York (111 8th Ave., 5th Floor)",XO Communications,New,New York,United States,"111 8th Avenue, 5th floor 10011 New York United States",NY
Phoenix (3930 E. Watkins),XO Communications,Phoenix,Arizona,United States,"3930 E. Watkins, 1st Floor 85034 Phoenix United States",AZ
St. Louis (N. Tucker Blvd.),XO Communications,St.,Missouri,United States,"710 North Tucker Blvd, Suite 410 63101 St. Louis United States",MO
Abilene,Tolar Systems,Abilene,Texas,United States,1049 N 3rd St 79601 Abilene USA,TX
ACD.net MetroIX,ACD.net,Lansing,Michigan,United States,1800 N Grand River Ave 48906 Lansing United States,MI
AcroNOC INC,AcroNOC,Houston,Texas,United States,1415 Louisiana St 77002 Houston United States,TX
Advance2000,Advance2000,Williamsville,New York,United States,1140 Wehrle Drive 14221 Williamsville United States,NY
AirWorld Technology Center,"Layered Technologies, Inc.",Kansas,Missouri,United States,10828 NW AirWorld Drive 64153 Kansas City United States,MO
AirWorld Technology Center,"Layered Technologies, Inc.",Kansas,Missouri,United States,10828 NW AirWorld Drive 64153 Kansas City United States,MO
AISO Solar Powered Data Center,Aiso,Romoland,California,United States,25655 Louisa Lane 92585 Romoland United States,CA
Akron,Involta,Akron,Ohio,United States,P.O. Box 2133 OH 44309 Akron United States,OH
Albany (Airline Drive),CenturyLink,Albany,New York,United States,10 Airline Dr 12205 Albany USA,NY
Albany (North Pearl Street),FirstLight,Albany,New York,United States,11 N Pearl St 12207 Albany USA,NY
Albany Data Center,Magna5,Albany,New York,United States,194 Washington Ave 12210 Albany United States,NY
Albuquerque,Pacific Office Auromation,Blvd,Nebraska,United States,3830 Singer Blvd NE 87109 Albuquerque United States,NE
Albuquerque,NOVA Corporation,#310,New Mexico,United States,5700 W University Blvd SE #310 NM 87106 Albuquerque United States,NM
Allentown-TekPark,TierPoint,Breinigsville,Pennsylvania,United States,"9999 Hamilton Blvd, Building #4 18031 Breinigsville USA",PA
AlohaNAP,fifteenfortyseven Critical Systems Realty (1547),Kapolei,Hawaii,United States,91-340 Farrington Hwy 96707 Kapolei USA,HI
Alpharetta (Westside Parkway),Hewlett Packard (HP),Alpharetta,Georgia,United States,2525 Westside Pkwy 30004 Alpharetta USA,GA
Alpharetta Data Center,Sungard,Way,Georgia,United States,11650 Great Oaks Way GA 30005 Alpharetta United States,GA
Alpharetta Data Center 3,Carter Validus Mission Critical REIT,Alpharetta,Georgia,United States,11650 Great Oaks Way 30022-2418 Alpharetta USA,GA
Alpharetta Data Center II,Alpharetta DC,Alpharetta,Georgia,United States,1650 Union Hill Rd 30005 Alpharetta USA,GA
Altoona,Facebook,Altoona,Iowa,United States,100 Share Way NW 50009 Altoona USA,IA
Amhurst,M&T Bank,Amhurst,New York,United States,191 Park Club Ln 14221 Amhurst United States,NY
Anaheim,Aecero,Anaheim,California,United States,2463 W La Palma Ave 92801-2680 Anaheim USA,CA
Anaheim (South Harbor Boulevard),Cogent Communications Inc.,Anaheim,California,United States,"300 S Harbor Blvd., Suite 510 92805 Anaheim United States",CA
Andover,Navisite,"Rd,",Massachusetts,United States,"400 Minuteman Rd, MA 01810 Andover United States",MA
Andover Data Center 2,Carter Validus Mission Critical REIT,Andover,Massachusetts,United States,400 Minuteman Rd 01810 Andover USA,MA
Ann Arbor 1 (Avis Drive),Online Tech,Ann,Michigan,United States,640 Avis Dr 48108 Ann Arbor USA,MI
Ann Arbor 2 (Data Court),Online Tech,Ann,Michigan,United States,"5430 Data Court, Suite 300 48108 Ann Arbor United States",MI
Appliance Park,GE (General Electric Company),Louisville,Kentucky,United States,Appliance Park Loop 40218 Louisville USA,KY
Arapahoe,Flexential,Centennial,Colorado,United States,12500 East Arapahoe Road 80112 Centennial United States,CO
Arbinet 75 Broad St,Arbinet,New,New York,United States,75 Broad St. 20th Floor 10004 New York United States,NY
Arizona,Ebay,Str,Arizona,United States,4010 N 3rd Str AZ 85012 Phoenix United States,AZ
Arizona Data Centers,Arizona Data Centers,Phoenix,Arizona,United States,1534 West Knudsen 85383 Phoenix United States,AZ
ARK Data Center,Ark Datacenters,Pompano,Florida,United States,600 SW 3rd Street - Suite 2170 33060 Pompano Beach United States,FL
Asburn 1,RagingWire,Ashburn,District of Columbia,United States,44664 Guilford Dr 20147-6042 Ashburn USA,DC
Ascent Data,Ascent Data,Pittsburgh,Pennsylvania,United States,90 Beta Drive 15238 Pittsburgh United States,PA
Ashburn,Dimension Data,Ashburn,District of Columbia,United States,11730 Plaza America Dr 20190 Ashburn United States,DC
Ashburn,WiredRe,tbc,Virginia,United States,tbc VA Ashburn United States,VA
Ashburn,Amazon,Ashburn,District of Columbia,United States,21263 Smith Switch Rd 20147 Ashburn USA,DC
Ashburn,H5 Data Center,Ashburn,District of Columbia,United States,21800 Beaumeade Cir 20147-6201 Ashburn USA,DC
Ashburn,Quality Technology Services (QTS),Sterling,District of Columbia,United States,22271 Broderick Dr 20166 Sterling USA,DC
Ashburn,Infomart,Sterling,District of Columbia,United States,22080 Pacific Blvd 20166-9304 Sterling USA,DC
Ashburn,Brookfield Infrastructure Partners LP,Ashburn,District of Columbia,United States,21571 Beaumeade Cir 20147-6011 Ashburn USA,DC
Ashburn 1,Zenlayer,Ashburn,District of Columbia,United States,21721 Filigree Ct 20147-6207 Ashburn USA,DC
Ashburn 2,Dimension Data,Ashburn,District of Columbia,United States,5870 Trinity Pkwy 20120 Ashburn United States,DC
Ashburn 2,RagingWire,Ashburn,District of Columbia,United States,44610 Guilford Dr 20147 Ashburn USA,DC
Ashburn 2,Zenlayer,Ashburn,District of Columbia,United States,21691 Filigree Ct 20147-6211 Ashburn USA,DC
Ashburn 3,RagingWire,Ashburn,District of Columbia,United States,44245 Waxpool Rd 20147 Ashburn USA,DC
Asheville,Immedion,Asheville,North Carolina,United States,"100 Technology Dr, Suite C 28803-5009 Asheville USA",NC
Asheville 1,Netriplex,Asheville,North Carolina,United States,100 Technology Drive 28803 Asheville United States,NC
AT&T Hawthorne Data Center,Carter Validus Mission Critical REIT,Hawthorne,California,United States,2301 W 120th St 90250-3319 Hawthorne USA,CA
Atjeu Hosting,Atjeu,Phoenix,Arizona,United States,1515 W Deer Valley Rd 85027 Phoenix United States,AZ
Atlant,Brookfield Infrastructure Partners LP,Lithia,Georgia,United States,"375 Riverside Pkwy, Suite 100 30122 Lithia Springs USA",GA
Atlanta,EdgeConneX,Atlanta,Georgia,United States,1003 Donnelly Ave SW GA 30310 Atlanta United States,GA
Atlanta,INAP (Internap Corporation),Atlanta,Georgia,United States,250 Williams Street 30303 Atlanta United States,GA
Atlanta,"Windstream Services, LLC",Atlanta,Nebraska,United States,1593 NE Expressway 30329 Atlanta United States,NE
Atlanta,CBRE,Boulevard,Georgia,United States,1001 Summit Boulevard GA 30319 Atlanta United States,GA
Atlanta,H5 Data Center,Atlanta,Nebraska,United States,345 Courtland St NE 30308-3423 Atlanta USA,NE
Atlanta,DC Blox,Atlanta,Nebraska,United States,6 W Druid Hills Dr NE 30329 Atlanta USA,NE
Atlanta,ColoCrossing,Atlanta,Georgia,United States,34 Peachtree St SW 30303 Atlanta USA,GA
Atlanta,Brookfield Infrastructure Partners LP,Lithia,Georgia,United States,375 Riverside Pkwy 30122 Lithia Springs USA,GA
Atlanta (Alpharetta),Hewlett Packard (HP),Parkway,Georgia,United States,2525 Westside Parkway GA 30009 Alpharetta United States,GA
Atlanta (Marietta Street),Cogent Communications Inc.,Atlanta,Georgia,United States,55 Marietta St NW 30303 Atlanta United States,GA
Atlanta (North Point Parkway),Ascent Corp,Alpharetta,Georgia,United States,4905 North Point Pkwy 30009 Alpharetta USA,GA
Atlanta (Ravinia Drive),INAP (Internap Corporation),Dunwoody,Nebraska,United States,1 Ravinia Dr NE 30346 Dunwoody USA,NE
Atlanta (Suwanee),Hewlett Packard (HP),Suwanee,Georgia,United States,120 Satellite Blvd NW GA 30024 Suwanee United States,GA
Atlanta - DC1,Global-Enterprise,Atlanta,Georgia,United States,55 Marietta Street 30303 Atlanta United States,GA
Atlanta - DC2,Global-Enterprise,Atlanta,Georgia,United States,6812 Spring Road 30339 Atlanta United States,GA
Atlanta 1,Flexential,Norcross,Georgia,United States,2775 Northwoods Parkway NW 30071 Norcross United States,GA
Atlanta 1,Equinix,Atlanta,Georgia,United States,"180 Peachtree, 2nd and 6th Floors 30303 Atlanta United States",GA
Atlanta 1,CenturyLink,Atlanta,Nebraska,United States,345 Courtland St NE 30308-3420 Atlanta United States,NE
Atlanta 1,Zenlayer,Suwanee,Georgia,United States,300 Satellite Blvd NW 30024-7123 Suwanee USA,GA
Atlanta 2,CenturyLink,Atlanta,Georgia,United States,"180 Peachtree St., N.W., 3rd and 4th Floors 30303 Atlanta United States",GA
Atlanta 2,Flexential,Alpharetta,Georgia,United States,12655 Edison Dr 30022 Alpharetta USA,GA
Atlanta 4,Equinix,Atlanta,Georgia,United States,Interstate North Pkwy SE 450 30339 Atlanta United States,GA
Atlanta 5,Equinix,Norcross,Georgia,United States,Peterson Pl 2836 30071 Norcross United States,GA
Atlanta Data Center,Sungard,Atlanta,Georgia,United States,1055 Spring St NW GA 30309 Atlanta United States,GA
Atlanta Data Center,ATLDC,Atlanta,Georgia,United States,55 Marietta St NW 30303 Atlanta United States,GA
Atlanta Data Center,DataBank,Atlanta,Georgia,United States,756 W Peachtree St NW 30308 Atlanta USA,GA
Atlanta Metro,Quality Technology Services (QTS),Atlanta,Georgia,United States,1033 Jefferson St. NW 30318 Atlanta United States,GA
Atlanta NAP (GNAX Atlanta),Atlanta NAP,Atlanta,Georgia,United States,1100 white street 30310 Atlanta United States,GA
"Atlanta, Georgia",ServerFarm,Suwanee,Georgia,United States,305 Satellite Blvd 30024 Suwanee USA,GA
AtlantaNAP,"Colo Facilities Atlanta, LLC",Atlanta,Georgia,United States,1100 White St. SW 30310 Atlanta United States,GA
Atlantech Online,"Atlantech Online, Inc.",Silver,Maryland,United States,1010 Wayne Avenue 20910 Silver Spring United States,MD
Atlantic Metro Communications,Atlantic Metro Communications,New,New York,United States,325 Hudson St 10013 New York United States,NY
